idade_pessoa,renda_pessoa,propriedade_casa_pessoa,tempo_emprego_pessoa,intencao_emprestimo,grau_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,percentual_renda_emprestimo,inadimplente_pessoa,grau_emprestimo_encoded
27.0,44000.0,Rent,6.0,Venture,A,4800.0,7.51,0.0,0.11,N,0.0
29.0,62050.0,Rent,3.0,Medical,E,15000.0,15.95,1.0,0.21,Y,4.0
26.0,132000.0,Mortgage,10.0,Medical,B,11200.0,10.99,0.0,0.08,N,1.0
23.0,77000.0,Own,3.0,Venture,A,3500.0,5.99,0.0,0.05,N,0.0
34.0,62900.0,Mortgage,11.0,Medical,A,18000.0,8.94,1.0,0.24,N,0.0
25.0,35400.0,Rent,2.0,Medical,A,2000.0,8.49,0.0,0.06,N,0.0
28.0,85000.0,Mortgage,2.0,Education,A,15000.0,8.49,0.0,0.18,N,0.0
32.0,202000.0,Mortgage,7.0,Personal,B,28000.0,10.59,0.0,0.14,N,1.0
24.0,69684.0,Mortgage,4.0,Medical,B,2400.0,10.410517209265736,0.0,0.03,N,1.0
25.0,26400.0,Mortgage,5.0,Medical,C,5975.0,12.99,0.0,0.23,Y,2.0
25.0,31000.0,Rent,1.0,Homeimprovement,B,3000.0,10.415186871166974,1.0,0.1,N,1.0
23.0,90100.0,Mortgage,7.0,Medical,E,21600.0,18.075375678604743,1.0,0.2,Y,4.0
23.0,40000.0,Rent,7.0,Venture,B,10000.0,10.36,0.0,0.25,N,1.0
24.0,115800.0,Mortgage,5.0,Personal,B,12000.0,10.99,0.0,0.1,N,1.0
22.0,58900.0,Rent,2.0,Medical,C,14900.0,13.57,0.0,0.25,N,2.0
29.0,35000.0,Mortgage,14.0,Education,C,8000.0,12.68,0.0,0.23,Y,2.0
24.0,60000.0,Rent,4.0,Personal,B,12500.0,11.49,0.0,0.21,N,1.0
21.0,38000.0,Mortgage,5.0,Education,C,7000.0,13.49,0.0,0.18,Y,2.0
24.0,32000.0,Rent,4.0,Homeimprovement,B,12800.0,12.42,1.0,0.4,N,1.0
26.0,83000.0,Rent,1.0,Debtconsolidation,B,12000.0,9.99,0.0,0.14,N,1.0
31.0,37000.0,Mortgage,12.0,Debtconsolidation,C,22000.0,12.73,0.0,0.59,Y,2.0
24.0,50000.0,Rent,9.0,Debtconsolidation,B,8000.0,9.99,0.0,0.16,N,1.0
28.0,33000.0,Rent,0.0,Venture,D,3200.0,14.42,1.0,0.1,Y,3.0
23.0,42000.0,Mortgage,1.0,Personal,C,5750.0,13.57,0.0,0.14,N,2.0
23.0,65000.0,Mortgage,4.0,Education,D,13600.0,15.62,0.0,0.21,Y,3.0
27.0,105000.0,Rent,1.0,Homeimprovement,B,16000.0,10.516362879027119,0.0,0.15,N,1.0
24.0,54000.0,Rent,5.0,Venture,C,21600.0,13.49,1.0,0.4,N,2.0
26.0,95400.0,Mortgage,8.0,Personal,C,5000.0,12.68,0.0,0.05,N,2.0
23.0,75000.0,Mortgage,4.0,Medical,C,16800.0,13.47,0.0,0.22,N,2.0
23.0,98000.0,Rent,0.0,Education,E,10000.0,16.4,1.0,0.1,N,4.0
22.0,70000.0,Rent,3.0,Education,B,22000.0,11.36,1.0,0.31,N,1.0
25.0,44000.0,Rent,9.0,Medical,C,8500.0,14.27,1.0,0.19,N,2.0
24.0,41000.0,Rent,4.0,Medical,C,15600.0,12.87,1.0,0.38,Y,2.0
22.0,26000.0,Mortgage,4.0,Personal,B,4000.0,9.25,0.0,0.15,N,1.0
44.0,66000.0,Mortgage,13.0,Personal,C,5000.0,13.48,0.0,0.08,Y,2.0
26.0,80000.0,Mortgage,0.0,Education,A,6300.0,5.79,0.0,0.08,N,0.0
29.0,67704.0,Rent,3.0,Personal,B,15000.0,11.86,0.0,0.22,N,1.0
22.0,46000.0,Mortgage,6.0,Personal,B,4000.0,10.37,0.0,0.09,N,1.0
30.0,58000.0,Rent,2.0,Medical,A,15000.0,8.49,0.0,0.26,N,0.0
22.0,60000.0,Mortgage,5.0,Education,B,8800.0,10.37,0.0,0.15,N,1.0
26.0,51000.0,Rent,3.0,Homeimprovement,C,5500.0,13.49,1.0,0.11,Y,2.0
22.0,49536.0,Mortgage,6.0,Education,A,5200.0,6.62,0.0,0.1,N,0.0
27.0,22896.0,Own,1.0,Medical,B,5000.0,11.48,0.0,0.22,N,1.0
33.0,59000.0,Mortgage,6.0,Homeimprovement,B,5500.0,9.91,0.0,0.09,N,1.0
34.0,105000.0,Mortgage,14.0,Venture,A,12000.0,6.99,0.0,0.11,N,0.0
21.0,35000.0,Mortgage,5.0,Education,B,1500.0,9.63,0.0,0.04,N,1.0
33.0,68000.0,Mortgage,9.0,Education,B,2100.0,12.53,0.0,0.03,N,1.0
25.0,98400.0,Rent,4.0,Personal,D,16525.0,15.28,0.0,0.17,Y,3.0
28.0,20292.0,Rent,3.0,Venture,B,3900.0,12.53,0.0,0.19,N,1.0
24.0,85100.0,Rent,3.0,Education,C,15000.0,13.013723205358193,0.0,0.18,Y,2.0
24.0,29435.0,Rent,8.0,Venture,A,12000.0,7.66,1.0,0.41,N,0.0
21.0,15600.0,Own,5.0,Venture,A,1000.0,7.29,0.0,0.06,N,0.0
23.0,25000.0,Rent,0.0,Personal,A,2500.0,6.91,0.0,0.1,N,0.0
32.0,45000.0,Rent,0.0,Education,B,5600.0,11.36,0.0,0.12,N,1.0
26.0,75000.0,Rent,5.0,Medical,A,20000.0,6.91,0.0,0.27,N,0.0
23.0,28800.0,Rent,5.0,Personal,B,2800.0,10.38,0.0,0.1,N,1.0
25.0,61000.0,Rent,4.0,Venture,A,9500.0,7.51,0.0,0.16,N,0.0
32.0,40000.0,Rent,2.0,Education,A,7500.0,8.0,0.0,0.19,N,0.0
28.0,148000.0,Mortgage,0.0,Homeimprovement,D,15000.0,15.65,1.0,0.1,Y,3.0
25.0,61680.0,Rent,1.0,Venture,C,7600.0,13.23,1.0,0.12,N,2.0
24.0,141000.0,Mortgage,0.0,Venture,A,10000.0,5.99,0.0,0.07,N,0.0
24.0,74000.0,Rent,7.0,Education,D,8000.0,15.62,0.0,0.11,Y,3.0
28.0,12000.0,Rent,1.0,Homeimprovement,D,1000.0,16.32,1.0,0.08,Y,3.0
37.0,108000.0,Rent,0.0,Homeimprovement,E,20000.0,16.32,1.0,0.19,N,4.0
26.0,64000.0,Mortgage,9.0,Debtconsolidation,D,8000.0,12.17,1.0,0.13,N,3.0
26.0,28800.0,Rent,0.0,Homeimprovement,D,13000.0,14.46,1.0,0.45,N,3.0
35.0,140000.0,Mortgage,3.0,Medical,B,25000.0,12.21,0.0,0.18,N,1.0
27.0,110000.0,Mortgage,3.0,Medical,A,4800.0,7.74,0.0,0.04,N,0.0
25.0,90000.0,Rent,2.0,Homeimprovement,B,12000.0,11.48,0.0,0.13,N,1.0
22.0,32244.0,Rent,2.0,Venture,B,11100.0,12.21,1.0,0.34,N,1.0
28.0,110000.0,Mortgage,12.0,Debtconsolidation,A,4800.0,7.51,0.0,0.04,N,0.0
29.0,33000.0,Mortgage,5.0,Venture,B,4200.0,11.36,0.0,0.13,N,1.0
24.0,42000.0,Rent,9.0,Debtconsolidation,E,3000.0,17.930616159666386,1.0,0.07,Y,4.0
27.0,75000.0,Rent,3.0,Venture,B,12000.0,11.49,0.0,0.16,N,1.0
44.0,80160.0,Mortgage,13.0,Debtconsolidation,C,5500.0,13.92,0.0,0.07,Y,2.0
21.0,37000.0,Rent,0.0,Personal,B,4000.0,10.08,0.0,0.11,N,1.0
41.0,50780.0,Mortgage,14.0,Personal,B,6000.0,10.99,0.0,0.12,N,1.0
24.0,43200.0,Mortgage,0.0,Education,C,10000.0,14.26,0.0,0.23,N,2.0
25.0,128500.0,Mortgage,1.0,Homeimprovement,C,15000.0,12.53,0.0,0.12,Y,2.0
32.0,170000.0,Rent,9.0,Personal,B,10000.0,11.14,0.0,0.06,N,1.0
24.0,80400.0,Mortgage,5.0,Personal,A,12000.0,5.79,0.0,0.15,N,0.0
25.0,37000.0,Rent,1.0,Debtconsolidation,F,4200.0,20.445098579635328,1.0,0.11,Y,5.0
21.0,30000.0,Rent,4.0,Education,D,3000.0,16.32,0.0,0.1,Y,3.0
23.0,45000.0,Rent,2.0,Venture,B,14500.0,10.36,1.0,0.32,N,1.0
30.0,42886.0,Rent,3.0,Personal,B,12000.0,10.59,0.0,0.28,N,1.0
26.0,30000.0,Rent,0.0,Homeimprovement,D,1500.0,14.61,1.0,0.05,Y,3.0
23.0,70000.0,Rent,3.0,Venture,A,12000.0,7.9,0.0,0.17,N,0.0
26.0,28800.0,Rent,4.0,Medical,A,7000.0,5.42,0.0,0.24,N,0.0
46.0,35004.0,Rent,0.0,Personal,C,4500.0,12.68,0.0,0.13,N,2.0
27.0,28800.0,Own,0.0,Homeimprovement,A,13000.0,6.92,0.0,0.45,N,0.0
24.0,90000.0,Mortgage,8.0,Homeimprovement,E,24000.0,17.56,0.0,0.27,N,4.0
26.0,154000.0,Mortgage,5.0,Medical,B,12400.0,11.83,0.0,0.08,N,1.0
27.0,30000.0,Rent,3.0,Personal,A,13000.0,7.88,1.0,0.43,N,0.0
23.0,30000.0,Rent,3.0,Venture,C,6400.0,12.946791384773789,0.0,0.21,Y,2.0
27.0,40752.0,Rent,6.0,Medical,C,5000.0,13.49,0.0,0.12,N,2.0
25.0,75000.0,Own,6.0,Medical,A,11000.0,8.49,0.0,0.15,N,0.0
33.0,70000.0,Rent,0.0,Education,A,11200.0,8.94,0.0,0.16,N,0.0
23.0,44004.0,Rent,0.0,Venture,E,12000.0,16.0,1.0,0.27,N,4.0
26.0,31000.0,Rent,6.0,Education,A,7000.0,7.941174854342087,0.0,0.23,N,0.0
26.0,35000.0,Rent,10.0,Medical,B,12875.0,10.492041723291507,1.0,0.37,N,1.0
24.0,74900.0,Mortgage,8.0,Venture,A,3500.0,6.39,0.0,0.05,N,0.0
27.0,18000.0,Rent,3.0,Education,B,8000.0,10.75,1.0,0.44,N,1.0
25.0,32000.0,Mortgage,4.0,Debtconsolidation,B,8000.0,10.36,1.0,0.25,N,1.0
24.0,71000.0,Mortgage,8.0,Education,B,20000.0,11.36,0.0,0.28,N,1.0
24.0,55782.0,Rent,3.0,Debtconsolidation,A,17000.0,7.51,0.0,0.3,N,0.0
21.0,24996.0,Own,3.0,Education,D,7000.0,15.58,0.0,0.28,N,3.0
25.0,96000.0,Mortgage,6.0,Education,B,20000.0,10.547493958368701,0.0,0.21,N,1.0
23.0,25596.0,Rent,2.0,Medical,B,4500.0,9.99,0.0,0.18,N,1.0
28.0,35004.0,Own,7.0,Education,B,4000.0,11.49,0.0,0.11,N,1.0
25.0,48226.0,Rent,9.0,Medical,A,7000.0,7.9,0.0,0.15,N,0.0
24.0,48000.0,Mortgage,4.0,Education,A,5000.0,5.99,0.0,0.1,N,0.0
36.0,55200.0,Rent,3.0,Medical,D,9900.0,14.84,1.0,0.18,Y,3.0
21.0,36500.0,Rent,2.0,Venture,A,5500.0,7.51,0.0,0.15,N,0.0
32.0,80000.0,Rent,6.0,Homeimprovement,B,1500.0,10.74,0.0,0.02,N,1.0
22.0,55555.0,Rent,7.0,Education,E,12000.0,18.000661088184945,0.0,0.22,N,4.0
26.0,54000.0,Rent,3.0,Homeimprovement,E,13000.0,17.93,0.0,0.24,Y,4.0
22.0,29004.0,Mortgage,6.0,Education,A,2500.0,6.91,0.0,0.09,N,0.0
45.0,82800.0,Rent,4.0,Education,C,25000.0,12.87,1.0,0.3,Y,2.0
24.0,62900.0,Rent,8.0,Medical,D,12000.0,15.62,1.0,0.16,Y,3.0
33.0,100000.0,Mortgage,0.0,Debtconsolidation,B,24000.0,10.25,0.0,0.24,N,1.0
27.0,41000.0,Rent,6.0,Education,A,15000.0,8.49,1.0,0.37,N,0.0
23.0,63900.0,Rent,7.0,Debtconsolidation,D,5000.0,15.99,1.0,0.08,N,3.0
23.0,54000.0,Rent,3.0,Debtconsolidation,C,12000.0,12.98,1.0,0.22,Y,2.0
28.0,49000.0,Mortgage,4.0,Medical,A,7000.0,7.51,0.0,0.14,N,0.0
29.0,74100.0,Rent,3.0,Venture,C,4500.0,13.61,0.0,0.06,Y,2.0
38.0,114000.0,Mortgage,22.0,Debtconsolidation,B,19000.0,9.99,0.0,0.17,N,1.0
29.0,55000.0,Rent,0.0,Personal,D,8500.0,16.29,1.0,0.15,Y,3.0
36.0,170000.0,Mortgage,13.0,Venture,A,25000.0,7.51,0.0,0.15,N,0.0
24.0,50000.0,Rent,0.0,Debtconsolidation,A,2800.0,5.79,0.0,0.06,N,0.0
24.0,29200.0,Mortgage,6.0,Personal,A,2500.0,6.76,0.0,0.09,N,0.0
27.0,47544.0,Rent,11.0,Debtconsolidation,A,2500.0,7.88,0.0,0.05,N,0.0
30.0,72000.0,Mortgage,3.0,Personal,B,12000.0,10.95,0.0,0.17,N,1.0
21.0,45000.0,Mortgage,5.0,Venture,A,18000.0,7.88,0.0,0.4,N,0.0
21.0,65000.0,Mortgage,5.0,Debtconsolidation,B,2200.0,12.42,0.0,0.03,N,1.0
21.0,75000.0,Rent,5.0,Medical,B,15000.0,10.37,0.0,0.2,N,1.0
28.0,126000.0,Mortgage,12.0,Venture,B,2000.0,9.99,0.0,0.02,N,1.0
25.0,140000.0,Rent,9.0,Education,A,20000.0,6.54,0.0,0.14,N,0.0
29.0,43200.0,Rent,4.0,Education,C,1600.0,13.49,0.0,0.04,N,2.0
28.0,120000.0,Mortgage,0.0,Personal,B,20000.0,10.547493958368701,0.0,0.17,N,1.0
28.0,37152.0,Rent,12.0,Education,D,2300.0,13.17,0.0,0.06,N,3.0
31.0,42000.0,Rent,6.0,Education,D,1200.0,16.29,0.0,0.03,Y,3.0
31.0,73000.0,Mortgage,4.0,Debtconsolidation,F,16000.0,19.41,1.0,0.22,N,5.0
29.0,110000.0,Mortgage,6.0,Medical,B,5000.0,9.91,0.0,0.05,N,1.0
23.0,72000.0,Rent,7.0,Personal,B,10000.0,10.59,0.0,0.14,N,1.0
25.0,52000.0,Rent,3.0,Education,B,7200.0,12.69,0.0,0.14,N,1.0
26.0,102000.0,Mortgage,6.0,Debtconsolidation,C,6000.0,13.61,0.0,0.06,N,2.0
23.0,75000.0,Rent,3.0,Personal,E,23575.0,14.5,1.0,0.31,N,4.0
22.0,68000.0,Rent,7.0,Medical,B,15000.0,10.37,0.0,0.22,N,1.0
23.0,68000.0,Mortgage,2.0,Venture,B,10000.0,10.37,0.0,0.15,N,1.0
28.0,35000.0,Own,2.0,Personal,D,13250.0,16.89,0.0,0.38,N,3.0
22.0,53000.0,Own,7.0,Venture,B,2250.0,10.62,0.0,0.04,N,1.0
23.0,62000.0,Mortgage,2.0,Venture,C,5000.0,13.57,0.0,0.08,Y,2.0
21.0,40000.0,Rent,6.0,Debtconsolidation,C,15000.0,14.27,1.0,0.38,N,2.0
39.0,35000.0,Rent,8.0,Education,C,8000.0,13.22,0.0,0.23,Y,2.0
35.0,500000.0,Mortgage,17.0,Debtconsolidation,C,20000.0,13.85,0.0,0.04,Y,2.0
24.0,25000.0,Rent,6.0,Debtconsolidation,C,3200.0,13.11,1.0,0.13,N,2.0
26.0,65004.0,Mortgage,7.0,Homeimprovement,B,20000.0,10.36,0.0,0.31,N,1.0
25.0,48000.0,Mortgage,5.0,Homeimprovement,A,7800.0,8.94,0.0,0.16,N,0.0
37.0,85000.0,Rent,21.0,Venture,A,1200.0,8.9,0.0,0.01,N,0.0
22.0,72500.0,Rent,6.0,Debtconsolidation,B,4200.0,11.71,0.0,0.06,N,1.0
33.0,100000.0,Rent,4.0,Personal,C,20000.0,13.052637054535172,0.0,0.2,N,2.0
24.0,54000.0,Mortgage,8.0,Venture,D,1500.0,14.42,1.0,0.03,Y,3.0
31.0,83000.0,Mortgage,11.0,Medical,A,7500.0,7.945066239259785,0.0,0.09,N,0.0
23.0,64500.0,Mortgage,0.0,Medical,A,10000.0,7.964523163848274,0.0,0.16,N,0.0
23.0,44000.0,Own,7.0,Venture,C,5000.0,13.23,0.0,0.11,N,2.0
25.0,75600.0,Mortgage,7.0,Medical,C,15000.0,12.68,0.0,0.2,Y,2.0
29.0,71000.0,Mortgage,4.0,Homeimprovement,C,11000.0,13.43,0.0,0.15,Y,2.0
45.0,43000.0,Mortgage,6.0,Venture,C,3600.0,13.49,0.0,0.08,N,2.0
28.0,29000.0,Rent,6.0,Education,C,13000.0,14.26,1.0,0.45,Y,2.0
30.0,107000.0,Mortgage,0.0,Debtconsolidation,C,2500.0,10.78,0.0,0.02,Y,2.0
28.0,30000.0,Mortgage,5.0,Venture,A,15000.0,8.003437013025254,0.0,0.5,N,0.0
21.0,9600.0,Own,0.0,Venture,B,1200.0,10.99,0.0,0.13,N,1.0
34.0,18000.0,Rent,0.0,Debtconsolidation,B,1500.0,11.48,1.0,0.08,N,1.0
29.0,48000.0,Mortgage,8.0,Medical,A,4500.0,5.42,0.0,0.09,N,0.0
42.0,123735.0,Mortgage,8.0,Debtconsolidation,A,6400.0,6.99,0.0,0.05,N,0.0
40.0,69996.0,Rent,6.0,Medical,B,3000.0,10.75,0.0,0.04,N,1.0
29.0,40000.0,Mortgage,8.0,Debtconsolidation,A,8000.0,8.59,0.0,0.2,N,0.0
47.0,64200.0,Rent,1.0,Education,B,10000.0,10.469666260014744,0.0,0.16,N,1.0
42.0,101000.0,Mortgage,6.0,Debtconsolidation,F,25000.0,16.15,1.0,0.25,Y,5.0
22.0,45000.0,Mortgage,1.0,Education,B,8000.0,12.53,0.0,0.18,N,1.0
24.0,50000.0,Rent,8.0,Medical,B,5000.0,9.25,0.0,0.1,N,1.0
23.0,36000.0,Rent,5.0,Venture,B,8000.0,10.454100720343952,0.0,0.22,N,1.0
25.0,42000.0,Rent,5.0,Medical,B,6000.0,12.42,0.0,0.14,N,1.0
22.0,130000.0,Mortgage,3.0,Venture,B,24250.0,12.18,0.0,0.19,N,1.0
25.0,33280.0,Rent,1.0,Medical,B,5500.0,10.434643795755463,0.0,0.17,N,1.0
28.0,44500.0,Mortgage,5.0,Venture,B,20000.0,9.45,0.0,0.45,N,1.0
25.0,70224.0,Mortgage,1.0,Education,C,21000.0,13.22,0.0,0.3,N,2.0
25.0,60000.0,Rent,1.0,Venture,A,8400.0,7.29,0.0,0.14,N,0.0
24.0,22000.0,Rent,0.0,Personal,C,5550.0,12.41,1.0,0.25,N,2.0
24.0,78000.0,Mortgage,0.0,Debtconsolidation,D,19500.0,15.31,1.0,0.25,N,3.0
33.0,18996.0,Rent,5.0,Debtconsolidation,D,3250.0,16.32,1.0,0.17,N,3.0
26.0,38000.0,Rent,10.0,Venture,B,10000.0,10.469666260014744,0.0,0.26,N,1.0
36.0,65458.0,Mortgage,4.0,Medical,A,8000.0,7.29,0.0,0.12,N,0.0
22.0,50004.0,Mortgage,5.0,Education,D,14000.0,15.58,0.0,0.28,N,3.0
24.0,120000.0,Mortgage,8.0,Homeimprovement,B,14000.0,10.74,0.0,0.12,N,1.0
26.0,75000.0,Rent,2.0,Personal,C,16000.0,13.35,0.0,0.21,Y,2.0
38.0,112224.0,Mortgage,5.0,Education,A,25000.0,6.99,0.0,0.22,N,0.0
25.0,59600.0,Mortgage,5.0,Education,E,6000.0,16.45,1.0,0.1,N,4.0
22.0,36000.0,Rent,1.0,Debtconsolidation,A,6000.0,7.51,0.0,0.17,N,0.0
33.0,51000.0,Mortgage,2.0,Education,A,1200.0,9.63,1.0,0.02,N,0.0
23.0,59000.0,Rent,5.0,Debtconsolidation,A,3000.0,7.14,0.0,0.05,N,0.0
22.0,18000.0,Rent,6.0,Medical,B,4000.0,11.49,1.0,0.22,N,1.0
26.0,62004.0,Rent,5.0,Medical,A,19000.0,7.49,1.0,0.31,N,0.0
34.0,28704.0,Rent,0.0,Medical,A,7000.0,9.32,0.0,0.24,N,0.0
25.0,42910.0,Rent,3.0,Education,D,10000.0,18.25,0.0,0.23,Y,3.0
25.0,128000.0,Mortgage,4.0,Homeimprovement,B,10000.0,11.58,1.0,0.08,N,1.0
21.0,60000.0,Mortgage,5.0,Debtconsolidation,A,10000.0,5.99,0.0,0.17,N,0.0
24.0,32640.0,Rent,5.0,Education,B,2000.0,10.0,1.0,0.06,N,1.0
30.0,20000.0,Rent,1.0,Personal,B,3000.0,11.49,1.0,0.15,N,1.0
27.0,72000.0,Rent,4.0,Homeimprovement,B,20000.0,9.25,0.0,0.28,N,1.0
29.0,100000.0,Mortgage,1.0,Debtconsolidation,A,12000.0,6.91,0.0,0.12,N,0.0
34.0,91000.0,Mortgage,19.0,Venture,B,15000.0,10.508580109191723,0.0,0.16,N,1.0
25.0,62604.0,Rent,2.0,Personal,A,9000.0,7.956740394012878,0.0,0.14,N,0.0
30.0,90000.0,Mortgage,7.0,Debtconsolidation,A,4800.0,8.9,1.0,0.05,N,0.0
24.0,40000.0,Rent,1.0,Medical,B,1000.0,10.99,0.0,0.03,N,1.0
22.0,76296.0,Mortgage,6.0,Venture,A,9000.0,7.956740394012878,1.0,0.11,N,0.0
30.0,47600.0,Mortgage,6.0,Education,B,23800.0,12.42,0.0,0.5,N,1.0
24.0,98400.0,Mortgage,0.0,Education,C,8000.0,12.68,0.0,0.08,N,2.0
23.0,57000.0,Rent,7.0,Debtconsolidation,B,10000.0,11.48,0.0,0.18,N,1.0
25.0,130000.0,Mortgage,9.0,Education,B,15000.0,11.14,0.0,0.12,N,1.0
46.0,80000.0,Mortgage,3.0,Homeimprovement,A,10000.0,6.17,0.0,0.13,N,0.0
26.0,155000.0,Mortgage,10.0,Education,B,25000.0,10.75,0.0,0.16,N,1.0
37.0,20004.0,Rent,0.0,Venture,B,5000.0,10.430752410837766,0.0,0.25,N,1.0
34.0,63000.0,Mortgage,9.0,Debtconsolidation,B,18000.0,11.49,0.0,0.29,N,1.0
35.0,45000.0,Rent,3.0,Medical,B,12000.0,11.26,0.0,0.27,N,1.0
23.0,200000.0,Mortgage,0.0,Personal,A,5000.0,7.43,0.0,0.03,N,0.0
25.0,80000.0,Mortgage,7.0,Homeimprovement,A,6000.0,7.9,0.0,0.07,N,0.0
32.0,202300.0,Mortgage,9.0,Medical,D,25000.0,14.59,1.0,0.11,N,3.0
30.0,98000.0,Rent,14.0,Personal,C,8525.0,10.78,1.0,0.09,N,2.0
25.0,84000.0,Mortgage,4.0,Debtconsolidation,A,15000.0,7.88,0.0,0.18,N,0.0
28.0,90000.0,Mortgage,5.0,Venture,B,25000.0,11.86,0.0,0.28,N,1.0
29.0,93000.0,Rent,1.0,Homeimprovement,B,10000.0,11.14,0.0,0.11,N,1.0
23.0,27252.0,Rent,3.0,Personal,C,5800.0,13.06,0.0,0.21,N,2.0
31.0,24000.0,Rent,2.0,Medical,A,1800.0,8.59,0.0,0.07,N,0.0
28.0,30000.0,Rent,4.0,Venture,B,3900.0,11.99,0.0,0.13,N,1.0
33.0,44000.0,Rent,3.0,Medical,B,2725.0,12.18,1.0,0.06,N,1.0
26.0,145992.0,Mortgage,0.0,Personal,D,20000.0,15.557780150701642,0.0,0.14,Y,3.0
24.0,50000.0,Rent,1.0,Homeimprovement,A,12000.0,7.51,0.0,0.24,N,0.0
25.0,45000.0,Rent,0.0,Personal,C,14500.0,13.16,1.0,0.32,N,2.0
28.0,70000.0,Mortgage,4.0,Homeimprovement,B,20000.0,12.18,0.0,0.29,N,1.0
27.0,51000.0,Rent,9.0,Venture,B,1600.0,10.59,0.0,0.03,N,1.0
42.0,600000.0,Other,2.0,Homeimprovement,D,25000.0,14.74,0.0,0.04,Y,3.0
34.0,98480.0,Mortgage,18.0,Debtconsolidation,C,2500.0,15.96,0.0,0.03,N,2.0
23.0,29000.0,Rent,4.0,Medical,D,13450.0,12.61,1.0,0.46,N,3.0
29.0,108000.0,Mortgage,13.0,Debtconsolidation,A,3500.0,6.76,0.0,0.03,N,0.0
21.0,125000.0,Mortgage,0.0,Personal,A,10000.0,7.51,0.0,0.08,N,0.0
22.0,60000.0,Rent,6.0,Personal,B,4000.0,12.21,0.0,0.07,N,1.0
22.0,34800.0,Rent,7.0,Venture,G,9600.0,19.16,1.0,0.28,Y,6.0
22.0,10000.0,Rent,0.0,Homeimprovement,D,1000.0,14.74,1.0,0.1,N,3.0
23.0,115000.0,Rent,0.0,Personal,C,10800.0,14.65,0.0,0.09,N,2.0
24.0,39996.0,Mortgage,1.0,Personal,B,3000.0,9.91,0.0,0.08,N,1.0
26.0,168000.0,Rent,1.0,Venture,B,20000.0,11.36,0.0,0.12,N,1.0
24.0,25000.0,Rent,3.0,Medical,B,3000.0,10.95,0.0,0.12,N,1.0
22.0,21600.0,Own,5.0,Personal,A,5000.0,7.9,0.0,0.23,N,0.0
24.0,46800.0,Mortgage,6.0,Debtconsolidation,A,12000.0,6.99,0.0,0.26,N,0.0
23.0,75000.0,Own,7.0,Education,D,12000.0,12.49,0.0,0.16,N,3.0
25.0,84000.0,Rent,2.0,Venture,A,6000.0,8.94,0.0,0.07,N,0.0
48.0,110000.0,Mortgage,6.0,Education,A,6000.0,8.94,0.0,0.05,N,0.0
23.0,37000.0,Rent,7.0,Education,B,3000.0,10.75,1.0,0.08,N,1.0
40.0,130000.0,Mortgage,0.0,Debtconsolidation,A,24250.0,6.17,0.0,0.19,N,0.0
32.0,116000.0,Mortgage,15.0,Education,B,21600.0,10.62,0.0,0.19,N,1.0
27.0,24000.0,Rent,0.0,Debtconsolidation,C,4000.0,12.87,0.0,0.17,N,2.0
26.0,30000.0,Rent,1.0,Personal,E,7500.0,14.75,1.0,0.25,N,4.0
29.0,33600.0,Rent,7.0,Venture,B,2000.0,11.71,0.0,0.06,N,1.0
47.0,75000.0,Other,1.0,Debtconsolidation,C,12000.0,12.84,0.0,0.16,N,2.0
22.0,40542.0,Mortgage,6.0,Venture,A,6250.0,7.93533777696554,0.0,0.15,N,0.0
30.0,69000.0,Rent,2.0,Venture,E,20000.0,17.14,1.0,0.29,Y,4.0
37.0,46680.0,Mortgage,6.0,Venture,D,8000.0,15.21,0.0,0.17,N,3.0
26.0,147996.0,Mortgage,10.0,Debtconsolidation,A,7500.0,8.0,0.0,0.05,N,0.0
42.0,60000.0,Rent,3.0,Homeimprovement,A,7200.0,5.79,0.0,0.12,N,0.0
23.0,32000.0,Rent,5.0,Venture,D,2000.0,16.49,0.0,0.06,N,3.0
37.0,21600.0,Rent,4.0,Debtconsolidation,D,3800.0,15.43169927936823,1.0,0.18,Y,3.0
23.0,47000.0,Mortgage,7.0,Education,C,13850.0,12.68,0.0,0.29,Y,2.0
29.0,90000.0,Mortgage,8.0,Debtconsolidation,A,14000.0,7.9,0.0,0.16,N,0.0
26.0,38004.0,Mortgage,3.0,Venture,C,10000.0,13.35,0.0,0.26,N,2.0
28.0,100000.0,Mortgage,3.0,Medical,C,8000.0,13.98,0.0,0.08,Y,2.0
25.0,57300.0,Rent,2.0,Personal,C,10400.0,11.66,0.0,0.18,N,2.0
22.0,75000.0,Mortgage,6.0,Venture,D,25000.0,15.57,1.0,0.33,Y,3.0
31.0,20000.0,Own,3.0,Personal,B,5000.0,11.83,0.0,0.25,N,1.0
38.0,83000.0,Rent,3.0,Homeimprovement,G,22250.0,23.22,1.0,0.27,Y,6.0
26.0,65004.0,Rent,3.0,Venture,A,8400.0,7.51,0.0,0.13,N,0.0
23.0,48645.0,Rent,1.0,Venture,B,12000.0,10.25,0.0,0.25,N,1.0
22.0,42000.0,Rent,6.0,Education,B,2000.0,10.36,0.0,0.05,N,1.0
46.0,65000.0,Rent,1.0,Education,B,6000.0,12.69,0.0,0.09,N,1.0
31.0,35000.0,Mortgage,2.0,Debtconsolidation,B,10225.0,9.99,0.0,0.29,N,1.0
27.0,75000.0,Rent,3.0,Medical,B,20000.0,11.83,0.0,0.27,N,1.0
